ISBN,Average_Rating
0684176165,5.0
1410797007,5.0
0553299492,4.5
0711921393,2.5
0944641067,2.0
0553293370,4.3
2020094819,
0803725116,4.25
038076296X,3.35
0451408993,3.75
0385263937,4.0
0452269806,3.75
0142500933,4.25
055305340X,3.85
051738809X,2.5
0668063947,3.0
044008962X,
0749399058,3.5
0671633260,
0140441549,4.25
0300001479,3.75
0451521749,
0312305702,
0415080509,2.5
0451628438,
0814721648,2.5
0802075991,
0684867192,2.5
188526612X,4.0
9029537086,1.0
3453189825,
3426711397,
3499211815,
1582430624,3.75
037302892X,
0373162340,
0373032021,
0373106122,
0373032056,3.5
037302486X,
0373031998,
0373032102,
037311107X,3.75
0373030428,4.0
0373109881,2.5
0373028067,5.0
0373029306,3.5
0373030002,
0373106165,
0373287887,
0373032145,
0373032153,
0373170459,
0373033656,
0373710852,2.25
0373028687,
0871592657,4.0
0373032005,
0373029284,
0373030851,
037302973X,3.0
0373028210,
0373028385,
0671573144,
0373026099,
037331129X,
0373707037,
037316212X,
0373162928,
037303217X,
0373030266,4.25
0373027796,3.5
0671571443,
0373032137,
0140350152,5.0
0373031890,5.0
0688155464,4.4
0373026196,
0382099931,3.5
037303203X,
8482381334,
0373115539,2.75
0373108338,
0671571273,
8401418844,4.25
270050237X,4.0
0380725444,4.15
8440673086,4.0
8408040243,3.0
0061040622,4.0
8481301507,5.0
8466300236,4.0
0373290969,3.5
0061085618,4.0
0380819627,3.8
0671024329,3.5
051511927X,4.5
8484502414,3.75
8423331210,3.5
0061083097,3.5
0061083453,3.5
1551660210,3.5
8481301485,3.5
0373833431,4.5
0380898268,2.5
0380812967,3.7
0380805871,3.15
0440202353,3.0
006108185X,3.5
0373833466,3.65
0373833423,4.15
0373834357,3.4
1551661802,3.5
037383344X,3.75
0879054700,3.65
0380818205,3.5
0380806312,3.75
0061084069,
0843931787,2.5
0380811030,3.5
0380804972,
0380819066,4.15
0373898363,5.0
0373898398,5.0
037389841X,5.0
0373898428,5.0
0061080926,2.5
0449147525,3.5
0449147517,3.75
0449147533,3.5
0440202620,4.0
1551660350,4.15
0446606138,3.5
3471780785,4.5
3426621584,
0553582534,3.35
0515117447,
0446608076,3.75
0151007403,4.0
0060927801,4.0
0140185682,5.0
1593760108,5.0
0380794551,4.5
0670894788,4.15
0373764898,2.0
0345317424,
2253139459,4.15
0871132109,3.65
0786860197,3.35
002862825X,3.0
B000234N76,
0446530301,4.25
0345407253,4.75
006054242X,
0393034038,
0385336446,4.5
009180194X,4.5
1400031575,4.0
0195034147,3.5
0836236602,3.65
0061099562,4.25
0156029839,
000651202X,3.65
1401201318,5.0
0749005432,
0451527100,4.1
0898756979,
0517203383,3.0
1582402825,
0809232669,4.9
1590862872,4.0
0836210255,4.5
158240139X,3.65
1562013815,3.0
0918259274,2.0
0465097081,2.0
0575056991,3.9
0452284236,4.0
0375708316,3.75
1857976576,
0299186547,4.5
2259196047,
0833563505,
0833563521,
0833563513,
1557736847,
0385721900,
074347144X,4.65
0765340240,3.0
0609603620,4.0
0553095366,5.0
0345375742,3.8
2266096400,
0843930314,5.0
0886774756,
0441009816,
0613224450,
0451458362,4.5
0451459326,
0812545338,3.75
0451459121,4.0
0451459059,
0451459288,
0743436121,3.5
0061052477,4.05
0451527178,3.5
0061052892,3.25
0385483430,4.0
0066210801,4.5
0140112499,3.75
9500285339,5.0
0374266425,4.3
0425151441,2.5
0762405546,
0394539079,4.2
0449218805,4.0
042513234X,3.0
0446692638,4.25
0486411400,4.75
1585470503,2.5
0439998964,
0307134652,
0689843216,
0754803856,
0809239965,4.9
084997688X,
1859674100,
0375822267,
0786804483,
020140964X,5.0
0688119190,
0375805729,
0689846363,5.0
1564585328,
0736412344,
0754803821,
0451410874,3.5
0515134643,4.25
0375417184,
0448422964,
0375805753,
078943458X,
1400031559,4.5
1862331782,
0843177098,
0439077958,
0689800495,
0859537277,
0460877305,4.0
0689846347,
0789415461,
0694013889,
156458531X,
0689846355,3.5
1893017508,4.5
186233188X,
1862331839,
1862331936,
0789429179,
0375805419,3.0
0425148637,3.5
031286468X,
0006497683,
0695307444,4.5
051756484X,
039483013X,3.25
0743262433,3.5
0486286118,4.5
0743471571,3.5
081257107X,
0765346672,2.5
0765346664,1.5
0486426793,
0553275704,3.1
0312241704,4.75
0812524020,4.1
0671722069,3.6
0446600989,3.0
0440413052,3.75
0060575557,4.0
0671516930,3.5
0590424947,
0590425080,
0440159237,3.5
0373625286,2.75
0373625278,3.5
0740700081,4.5
0886771862,4.5
0373625715,3.5
0345320999,
0425056139,
0671692631,
034526066X,4.0
0451137116,
034545183X,3.5
0373625308,3.5
0061054089,3.5
0373625731,3.0
0553247271,4.0
B00009EF82,4.35
0451131134,
0373625332,2.5
0743467558,3.9
0517548879,2.0
0553264532,2.5
0671578669,
074346754X,4.0
0451176219,1.5
0553569511,4.15
0449144763,3.9
0312266480,
0553270087,3.0
0671015354,4.0
0671769944,3.5
0590415875,2.75
0373303025,3.5
0061052426,4.0
0812576462,4.0
0671014102,
0786003677,3.5
0373625421,2.0
0460872702,5.0
0425178625,
0140622497,3.5
0786218363,4.0
1884822460,4.0
039471380X,
0451140702,
0385416180,4.0
0553287346,3.7
0441003176,
1568380410,
0451158601,4.55
0681411295,
0671669516,3.0
0312875207,4.0
0385474202,4.0
0771033176,4.5
0385482639,4.5
0785271856,4.0
0062505963,4.1
0803281560,
038530448X,4.0
0310916305,4.5
1586601393,4.0
1586601237,4.0
1577486455,4.0
0800759095,4.65
0141185015,3.75
0312989776,3.0
0812966732,4.25
1558216707,
0929398157,
1555663168,
1561705683,4.5
0886772567,2.5
0836218418,3.25
067155977X,
0886775329,3.85
0425095851,3.75
0312981023,4.5
0671011642,3.0
081255454X,
0441006973,
0340663251,
0452011558,3.85
0345313909,4.1
0441480403,4.0
0441010296,4.4
0373243669,3.0
0373242670,4.5
0373707584,2.5
0373706642,4.0
1570612471,3.0
0843934700,
044113873X,
0671835742,
0446600776,3.0
0671878573,4.5
0345311884,4.5
0445208465,
0886773075,
067187862X,
0747248079,5.0
0671653539,
0821742213,4.0
0451168437,
0440413508,5.0
0441003621,
0671656538,
0886771382,
0723261423,4.0
0586037950,4.35
0553565133,3.0
0525247815,3.5
0553381466,4.5
038000951X,3.5
0915793024,
0910707073,2.5
0312954441,5.0
0812530225,3.0
3499602091,4.5
0451451732,2.5
2253150940,
2253150827,4.5
2266092758,3.5
2070422038,3.5
2909698726,2.5
0671832948,
0380800640,4.15
0684841878,3.0
0385496680,2.75
0812576438,
0812584295,2.0
0449207919,1.0
0821768433,3.35
0895771039,2.5
0380816857,4.3
0812549023,4.5
2253010413,
2253005037,
2253012351,3.0
0812513347,
0582534232,
2253004499,
0345303598,
2266034839,3.8
2290046159,3.0
044100217X,
0747233527,
0812571290,4.05
0671743694,3.75
0441000835,
0886773857,
0886772982,2.5
0879979747,2.0
0849995914,5.0
0886774411,
0451405382,
0886774675,2.0
0380731142,3.5
0451195515,2.5
0380731185,3.25
051511913X,3.5
0446605573,3.95
0380798581,3.65
0380731193,3.5
0425178153,3.0
0886770645,
006105996X,
0812530055,4.2
0804116105,3.5
0886776988,3.9
0886776511,3.7
0449234142,3.0
0671567667,3.35
0345288815,3.3
0373835388,
1550171259,
0773755365,
0743453077,4.25
048627263x,3.5
155192465X,
0679742654,2.5
0060187611,3.0
1565848241,3.75
1555835295,
0970367201,3.0
074343787X,3.75
1574231006,
0440140854,
0061005665,
0747235465,
0373255977,
0517408007,
1902593596,
0151008280,2.0
0452265630,
0553263412,
0679601759,2.5
1884365205,
0373224885,4.5
0345346386,1.0
0140441581,4.0
0262631598,
0140051813,
0553282832,
0393964817,3.7
0060955228,
0747234159,
0708820530,
0451525442,3.7
0425067025,
0965763811,3.5
0373221223,
0330335065,2.5
1860560156,
0915811596,
0446362271,
0449146022,
0385333811,4.5
0061042382,3.75
0962368342,1.0
0440208211,
0450053164,
037316081X,
0373223803,
0140440143,5.0
0446893552,3.5
0373118090,2.5
0373116497,
0449001318,
0449216683,
0020518803,2.85
0732257093,3.5
0312113471,2.5
0752517783,2.5
0451177290,1.5
0893754145,3.5
0140444165,4.35
0373223846,
0373254733,1.0
0373187165,
0373709137,3.5
0373110219,
0373117132,3.5
0140440410,4.25
0373165331,
0061085219,4.0
0373244304,4.0
0373764049,3.0
0373079826,1.0
0373076878,5.0
0373174411,1.0
0373191359,0.5
1885171153,2.5
0800706242,4.0
0743462939,3.85
0802775985,2.5
0553106473,4.5
0836208005,5.0
0061093777,3.5
0140237208,4.5
0670837962,4.5
0773758089,
0446609609,3.7
0553379720,4.1
0553275615,3.9
0373036779,1.5
0316339245,
0373035357,1.0
0821769030,1.5
159129066X,5.0
155316525X,5.0
0441006914,3.0
0773729941,
0821758403,
1551665573,3.0
0821761552,
0373035632,1.5
0843948337,3.5
0373174381,1.0
0373167881,2.0
0373035500,1.0
0373034733,
0373194773,1.0
0425162400,3.6
0671034693,
0441007694,3.0
0671836315,
0373167660,
0373078668,
0821771744,1.0
0373261780,2.0
037307882X,1.0
0373280238,
0821717774,2.75
0345298616,2.5
0861013301,2.5
0002554119,3.5
0060914718,2.5
0840748485,2.0
0060160950,2.5
0740706152,2.5
0394485017,2.5
0671467352,2.5
0061053104,3.6
0345288963,2.5
0451201639,2.75
0821765817,2.0
0373243456,2.4
0380752972,
0451408179,2.0
0373037120,1.0
0451207254,2.75
0062502352,
0878576525,3.75
0450417360,
0446678031,2.5
0671034669,3.1
0373763786,1.25
0396081673,
0451126149,
0446605948,3.5
0373123280,1.0
0446310727,3.15
0373441223,2.25
082173976X,2.0
0312964242,3.65
069620682X,4.5
0440211166,3.75
0679724613,3.5
0446401323,2.5
0446403741,4.0
034536032X,3.5
0425178021,4.5
1591296617,
1551280442,2.5
0671740431,2.0
0553296582,
0767905598,5.0
0373291876,4.5
1551666669,3.9
0373311990,
0821770667,4.0
0451195183,3.5
0373271913,3.0
0373117019,2.25
0373115512,
1400061849,
0465053955,
0373834403,
0743259947,5.0
0330343823,2.5
068483457X,
0679736360,4.5
0517588684,4.1
1578562945,
0889104220,
0886773628,3.65
0927534819,5.0
0553565443,3.5
1594082421,
0441342752,2.75
1400041341,3.5
0441586147,
0671522949,
0440236630,3.9
0409906484,5.0
0312181027,
0671760890,
0967673712,4.15
1401359396,3.5
0671738321,5.0
8428703469,
067972236X,3.5
0380704382,
0671698621,
0451160002,
0451159357,
1904224407,
0888782799,
088878290X,
0451163613,
0821759043,
0821759329,1.5
0441007333,3.75
0786843306,2.5
0890876878,
0440214157,3.65
0155161431,
0671601296,4.5
1885203888,
0226348121,
037303508X,1.5
0316211389,
0451193245,2.0
0060149264,
0345292189,
0373440057,1.0
0968480403,0.5
0671425595,
0425071189,
0505524325,2.0
086611999X,2.5
0866119639,3.5
0821753835,2.0
0451195752,1.0
0671705075,
0449220176,
0679803920,
0440403006,
0373440251,2.0
0671666274,3.6
0449210294,
1575665735,3.25
0451202597,
0373440219,
1559722673,4.0
0373291582,2.25
0671571575,
0671648861,3.75
0451195353,
0821755935,2.5
0373288956,3.25
0523419422,
0061082066,0.5
0449144941,2.5
0821763830,2.0
0064432645,
071811115X,2.5
0373029136,5.0
0373029128,
067164727X,
1558500545,1.5
0515132764,3.9
0345366638,3.6
0316108677,4.8
0385471874,3.9
0886777291,3.5
0590407619,2.5
0373291663,3.5
0590415085,
1840241055,2.75
0394579917,
0312081464,
096587706X,3.0
0553285815,4.0
1575661985,4.0
0425070131,3.85
0060953020,4.45
0061020524,
0345440641,4.0
0373291833,3.25
0373289715,
0723237662,4.25
0553156500,
0671001957,3.0
0373291167,
1551666057,3.35
0440505712,4.4
0373270240,
0345458265,
0821761846,
0345452380,4.5
0373288948,3.0
0345441125,4.5
0345426894,
0449220559,
038077397X,
0061054410,
0345426533,
0020869606,3.75
0020869509,3.35
0773752781,3.5
1564964450,2.5
0553255665,
0792454286,3.0
1853264466,
0688143717,3.0
067170138X,1.75
0771007752,3.0
0486287629,
0486270726,5.0
0486270653,
0486280578,3.0
0345354915,3.5
0486414159,
0345352459,3.1
0441518575,3.65
0345300815,4.0
0446910139,3.0
0425086836,4.75
0821755528,3.0
0451161130,1.5
0345362594,5.0
042510351X,3.5
1566261635,
0887308570,
0380755661,2.5
006105254X,
0020427204,
002042700X,
0020427107,4.15
0821754106,
0821762990,2.25
0373115849,
0812551753,
2218737558,
0449287777,
0373440197,
1573241903,
2253140503,3.5
031214556X,4.0
2253006696,3.5
072323485X,
0380718774,3.15
0345320654,3.7
2070513335,4.65
2070517845,5.0
0451204409,3.0
2080721534,3.5
0821728644,
0345354249,4.1
2842630521,3.25
0373440022,2.0
2070366790,4.25
2290312924,4.9
0373441460,2.5
0671894390,3.25
0821765353,
037328893X,3.5
0812522281,4.0
0451199294,
2070408736,3.5
2070403696,5.0
034539724X,3.5
0060194510,
2714303331,
0425101401,3.5
0812530411,3.75
2290308285,4.45
2290312584,4.5
2253153621,
0812549066,3.0
0671040774,3.5
0140070559,4.0
0812554469,2.75
055324504X,4.15
2732034215,3.0
2070417948,3.65
2253140759,4.0
0345381807,
2070762688,4.0
0425090396,
2277301051,4.0
2277301043,3.85
0425085058,3.5
2253149268,3.75
0886778395,3.9
0553240595,3.25
0030448514,2.5
080500596X,3.5
0030491665,
0140066403,
0879012684,2.5
2013218958,4.5
2070364321,
0030583497,2.5
0130768294,
0316489085,3.5
2878580680,4.5
1857930185,
2266092766,3.5
0671040790,1.5
0142437433,4.5
0671040782,1.5
2211066623,3.25
0553257927,
222610562X,3.0
0445205121,2.0
2264024704,4.0
074724250X,3.5
0465046037,
0553239929,4.0
0373288654,4.0
2070402991,3.15
2246615011,
2070364852,4.15
0821760092,
0515089109,
2253154393,3.65
037382159X,3.0
0821767585,
0373115679,
0451194985,
0451200969,3.0
0380768127,3.75
0821746987,
0821757903,3.15
0451200705,2.0
0060169443,3.5
068485497X,4.2
0821762656,
0373291418,4.35
0553053280,
0451200713,2.75
0679454373,4.5
0821763598,4.0
0505522454,
0451186508,
0452275490,3.75
0380896761,
0061001368,
189609595X,4.0
0156011409,4.0
2205010131,5.0
0968983782,4.0
0441054633,5.0
0399526323,5.0
9625935037,4.5
0440213738,3.0
0553381180,4.0
0914955063,5.0
055302907X,4.0
074346642X,4.0
0446365483,4.0
967652476X,4.5
0552150371,2.5
0345320743,
1560250917,
0553575813,3.0
0886776791,3.9
0441023614,5.0
0821750062,
0451194993,
0451192397,4.0
0451201981,3.25
0451195760,2.0
0451201701,
0451196937,
0821769944,2.0
0140282602,4.75
037329199X,
0425133397,4.0
0373291345,
0140502610,3.75
0515132799,4.0
0821768050,
0886777836,3.5
0713993634,
0440218500,4.1
0966540646,5.0
0061054917,3.5
0385479425,3.5
0761819495,
0865472572,4.4
0879977221,2.75
0671683071,4.0
0689839901,5.0
1550224239,3.25
0465014232,
1930051220,3.5
0917201655,4.0
0917201744,4.5
0917201752,5.0
1559721057,
156846133X,4.5
0803260717,4.5
0971904774,2.85
0340427205,1.0
0679734449,4.0
068480042X,3.25
0307247015,
014250050X,
0471173983,
0810910217,
076360335X,
0786250283,
0393002098,2.5
0060604522,4.5
037580255X,
0374525404,5.0
0553487531,2.5
055357812X,4.0
0590485849,4.5
0670858382,3.25
3823821245,5.0
1578560209,2.5
0786004371,3.5
0590639838,2.5
0449207420,4.35
0140707026,3.25
0449238717,2.5
0767901177,2.5
1557042578,
068971419X,3.5
078670604X,
0689804091,2.5
0500810303,
1862040044,3.0
0380760436,2.5
0805057293,2.5
0786926813,5.0
0689716419,2.5
0440411041,2.5
0967197929,2.5
068110516X,2.5
0723206007,5.0
0816745382,2.5
0816728836,2.5
0590446711,3.6
0140281215,
0141300957,3.25
0671458574,4.5
0816743274,2.5
0689717830,3.35
059038371X,2.5
0380731487,4.5
0590326295,4.0
8420725935,4.5
0192752693,
014031010X,5.0
8476832249,
0064408884,
848130073X,4.0
0440462762,
8487435122,
8401421187,
0671881973,
8476831870,2.5
0380722917,
8401903327,
0786803347,
0440228387,
0786830468,
0786810297,
0671702882,
8427026218,3.5
0440463009,5.0
0590475053,
8481300705,2.5
8481300586,
8420432040,2.5
8487435165,
0698115899,5.0
3499230305,3.5
044041542X,
1570646309,
0749314451,3.5
0671021508,3.5
0679824251,2.5
0590450522,3.0
0689829302,
1555837956,4.0
0679889434,
0025434454,5.0
0025439472,4.5
0025439456,3.85
0671241109,3.5
0679876502,
0375505393,4.0
0965815102,
1558743324,4.2
0385185340,4.0
0965407500,
1885728018,
0814459692,4.0
0784702535,4.0
0784708320,4.5
0027613658,4.0
0836250907,3.0
0786803207,3.5
8408022393,4.0
2253060542,3.85
044106227X,3.5
8420429872,4.5
1400050871,3.0
0449216233,
0449214672,3.0
0452284627,3.25
0345397452,
006463325X,
0393308197,4.5
0060012862,3.5
0582284627,
0553229451,
8806135465,3.5
8840203664,
8845246256,2.5
0441008607,3.5
0140444114,
0385018533,4.0
006090559X,4.0
0380001772,
0094674108,3.5
0140053476,4.0
0140005366,
0939149826,3.25
8477357862,3.65
0805019669,3.75
0688148956,3.0
0140700129,3.5
0140036903,1.5
044652302X,3.5
0671852280,
033033929X,
1852279141,
0349118329,
1860498345,
0380794594,
0373196261,
0380730332,
0440101875,
0843945370,4.25
0747267448,
0837604141,3.5
0671032615,
0373291272,5.0
0751532185,
092989507X,
0752838121,
0840776446,
0752848364,3.0
0449204146,2.5
0755109546,
089845624X,
0671737635,4.05
0749933437,
0006550401,3.5
0752844385,
0671684124,5.0
1551667118,3.25
0373710984,4.5
0373764332,3.25
0380795620,
0553176900,3.5
0373194161,4.5
0192840703,
0843924322,
0778320510,4.0
0373512201,
0373244738,4.75
0552140783,4.0
0373291116,
0140114335,4.0
0821775219,4.5
0750502010,
0843927615,
0821771019,3.0
0373291558,4.5
0446307823,
0373123906,2.0
0373054122,2.5
0517207982,3.5
0446799416,3.5
1857999649,
0821724223,
0452285488,
0563387408,3.5
0903505371,4.5
0754800059,3.5
0856606979,3.0
0751308005,5.0
0722540434,3.5
0393970876,4.5
0953007901,3.5
0747533881,
0753501600,
0752224484,
185326895X,4.0
0952291444,4.0
0563371358,4.5
0752205420,2.0
0751333697,3.5
0826412505,3.5
0373168888,3.25
1859581560,
0373242247,
1859584845,
1859580807,
0806906391,4.5
074992344X,4.5
0551030240,3.0
0340802936,1.0
0671614568,
0716020750,
0953674509,4.75
0671701835,3.0
0373036639,
1856261743,4.0
0007105150,4.5
0007133235,4.5
3770170245,4.5
0761532463,3.65
0743403568,2.5
0749924659,4.5
1843336227,3.5
0373218087,2.5
0192800647,3.5
0750609427,
0393034437,1.0
000712855X,4.5
0340781777,
0373121164,
0373194404,
0373076886,4.0
0345368355,2.5
0151007217,4.5
0373168624,3.5
0373168373,3.5
0373195826,3.0
1842323008,4.5
0373271387,3.5
0060934654,4.0
0373764006,
0451198573,3.5
0451148118,
0393320235,3.0
0373195222,4.0
0373195168,
0373195109,
0571216927,4.0
0373195761,3.75
0752848062,3.7
0330375318,4.0
0373201141,3.85
0821775499,4.0
1840182768,
0671671812,3.5
1582432244,
0440220769,3.65
0747539766,
0671000403,3.5
0373271220,
0373037848,
0749308915,4.0
0671450727,4.0
0373244185,3.5
0373242905,
0449222675,
0373195192,
0718144996,3.5
0821721690,
0684860732,3.5
1853816701,
0373833717,3.5
0140066284,
067102700X,4.25
0330335073,
0140035745,4.35
0671731246,
0330324004,2.5
0812578791,
0505525399,2.5
0449217841,
0140184929,4.0
1854796569,4.0
1861051638,4.0
0195052161,4.0
037348352X,3.0
046087411X,
0821773909,
0879755008,
0373244592,3.75
0451405277,4.0
0345364309,3.75
0224060376,
0312290861,3.5
1574090976,
0373242913,4.0
0373242166,
0552134449,
037324309X,
0821772856,2.5
0460874381,3.0
0373089171,3.0
0671533479,
0590321323,
0373832370,3.5
0671533908,
0140255281,
0671534157,2.5
0671533290,
0460022954,4.0
067977615X,5.0
0380818337,4.2
0373201176,
0451201728,3.5
037306148X,
0671533746,
0226858898,
0752847988,2.5
0373240295,2.5
155817138X,
0373240643,
0552995320,2.5
037324438X,
0373098731,
0373244150,
0330281518,4.5
0373244266,
0373244134,2.5
0743480910,3.5
0373511442,3.5
071263441X,
1901341011,
0451197356,
1857025741,
0821747614,
0821769073,
0505520257,
0373763255,3.0
0553582372,2.0
0373764987,4.5
0333647343,2.0
0373077149,4.0
0312253044,2.5
0671529978,
0060595647,4.0
0140187286,5.0
0671648896,3.5
0449236978,
0671798650,
0373806124,
0380008637,
0373835000,
0743527070,5.0
0373195885,3.0
0380786095,4.4
0843952024,4.0
0373167067,
0373790163,4.0
0821729764,3.0
038080249X,4.5
0821760386,
0738201340,2.5
0801838010,2.5
0451523679,4.25
2266115235,3.5
226609775X,2.5
0618073272,3.5
0028619498,3.5
0441873804,3.25
0140088032,4.5
0441483127,3.0
0805057447,
0441858767,3.25
0140168559,
0486284999,4.4
0312859686,
042509670X,3.25
0394742923,
0877732450,
0140258809,4.15
0465091296,4.5
0441003303,3.5
038533530X,3.15
0743201280,
0821728350,
0843940808,5.0
051511698X,4.5
9028208666,3.5
0451404351,4.75
0843944374,4.35
0373259328,4.35
1570717567,4.25
0688003478,5.0
0679723129,5.0
0321005090,4.0
0691058954,
067400194X,
0895267101,
0872204863,5.0
0140350004,
0807004383,
0517119129,4.0
193086535X,
068485466X,3.8
041524806X,
0385336616,3.75
068982002X,4.0
0310916739,0.5
0385498411,4.25
067160032X,5.0
0786851481,4.0
0688052797,
1557830460,2.5
0380780917,
0380773929,5.0
0766804933,4.0
0393966461,4.5
014071409X,4.0
0024198358,
0821718894,
0374522103,2.5
0871238837,
0812509919,5.0
0553298097,4.5
0140136304,
0553298100,4.75
0553298119,3.9
0195002245,
0553298429,5.0
0140434151,3.45
0553561340,4.35
0553562630,4.25
0553562649,4.5
0262631512,3.5
0553567187,4.5
0553290568,4.25
0553567667,4.5
0393956237,4.75
0874066379,4.5
039309670X,4.0
0553567632,4.0
0553567241,3.75
0553571125,5.0
0553570889,5.0
0192545094,
0192828193,
0874062888,5.0
002338235X,
0373289979,
0671010042,3.5
0192827529,5.0
0140443339,3.5
0140050035,3.5
0141305479,
0764526316,
0385499086,3.9
0345369076,3.95
0140150404,3.0
0393007448,4.0
0553211021,3.35
0945167415,3.0
0525443959,4.15
0451525124,5.0
0679734503,4.25
0141180781,
0864425074,3.5
0060969164,3.5
0811211738,5.0
8807815303,2.5
0671867806,2.0
080650904X,
2070417220,4.0
0809015455,
0822630125,2.5
0871507676,1.5
0465077501,3.5
074251241X,
0075537117,3.0
0812532279,
0688060692,
0876306954,3.15
0691018332,
0801858305,4.0
0226143341,
0226143244,4.5
